Natural Philosophy,Will,Science,Class2,Fly,Description,Ranged,Manipulation,Skills,UniqueMonster,subtype1,subtype5,Initiative,Type,Disable Device,id,Escape Artist,Swim,Occult,MR,Mythic,Class1,MT,Stealth,Bluff,Int,Politics,Knowledge (geography),subtype4,RacialMods,Str,Weaponry,Wis,AC_Flat-footed,Computer,Dexterity,subtype6,OtherGear,Appraise,Crafts,Willpower,Speed_Special,Climb,Class1_Lvl,Organization,Persuasion,Empathy,AC,Burrow_Speed,Base_Speed,Knowledge (history),Gear,Knowledge (nature),Profession,Larceny,Exoterica,Size,Armor,Linguistics,Heal,Knowledge (engineering),Speed_Land,Expression,subtype3,Animal Ken,Knowledge (planes),Sleight of Hand,Class2_Lvl,Knowledge (dungeoneering),Brawl,Fly_Speed,Melee,Drive,Wits,Perform,Alignment,Streetwise,Reach,Socialize,Knowledge (nobility),Name,Fort,Strength,Spellcraft,Athletics,Ride,CharacterFlag,Ref,subtype2,Integrity,Maneuverability,Composure,"Source
",Stamina,Intimidation,Medicine,Resolve,Feats,ClassArchetypes,Burrow,CR,Intelligence,Defense,Craft,AC_Touch,Dex,Health,Presence,Languages,Subterfuge,SQ,CofDRanged,Environment,VariantParent,Use Magic Device,Sense Motive,Handle Animal,Climb_Speed,AlternateNameForm,Treasure,Speed,Group,Investigation,Diplomacy,Academics,CofDMelee,Knowledge (arcana),Firearms,HP,Acrobatics,Disguise,XP,Knowledge (local),CompanionFlag,CompanionFamiliarLink,Space,Race,Survival,Intimidate,Con,Perception,Knowledge (religion),HD,Cha,Swim_Speed
0,0,0,,0,,,1,,0,,,3,construct,0,2697,0,0,0,0,0,,0,0,0,-,0,0,,+6 Stealth,12,0,11,18,1,2,,,0,1,2,,0,,solitary,0,0,20,,40,0,,0,0,0,0,4,4,0,0,0,1,1,,0,0,0,,0,0,,bite +3 (1d6+1 plus poison),0,1,0,N,0,5,0,0,Iron Cobra,0,1,0,0,0,0,2,,5,,1,Tome of Horrors Complete,1,0,0,1,,,0,2,1,2,0,13,15,5,1,,0,find target,,any,,0,0,0,,,none,8,,0,0,0,"[['bite ', 2]]",0,0,15,0,0,600,0,0,NULL,5,,0,0,-,0,0,1d10+10,1,
0,7,0,,0,,2 heavy ballistae +14 (4d8/17-20/x3),2,"Intimidate +14, Perception +11",0,colossus,,2,construct,0,5160,0,0,0,8,1,,0,0,0,5,0,0,,,51,1,10,39,1,1,,,0,1,2,,0,,solitary,0,0,39,,50,0,,0,0,0,0,60,4,0,0,0,1,2,,0,0,0,,0,1,,flail +35/+30/+25/+20 (6d6+20/19-20) or stomp +35 (6d6+30 plus pinning stomp),0,1,0,N,0,30,0,0,Iron Colossus,9,20,0,0,0,0,6,mythic,5,,1,PFRPG Bestiary 4,1,1,0,1,"CleaveM, Great Cleave, Great Fortitude, Greater Sunder, Greater Vital Strike, Improved Critical (flail), Improved CriticalM (heavy ballista), Improved SunderM, Improved Vital Strike, Power Attack, Toughness, Vital StrikeM",,0,21,1,1,0,1,9,61,2,Common,0,"alternate form, mythic creation, mythic resilience, siege tower","[['2 heavy ballistae ', 5]]",any land,,0,0,0,,,none,26,Colossus,0,0,0,"[['flail ', 5]]",0,1,309,0,0,"409,600",0,0,NULL,30,,0,1,-,1,0,23d10+183,14,
0,6,0,,0,,,1,,0,,,2,construct,0,219,0,0,0,0,0,,0,0,0,-,0,0,,,32,1,11,28,1,1,,,0,1,2,,0,,solitary or gang (2-4),0,0,28,,20,0,,0,0,0,0,8,4,0,0,0,1,1,,0,0,0,,0,1,,2 slams +28 (2d10+16/19-20),0,1,0,N,0,10,0,0,Iron Golem,6,11,0,0,0,0,5,,5,,1,PFRPG Bestiary,1,0,0,1,,,0,13,1,1,0,8,9,9,1,,0,,,any,NULL,0,0,0,,,none,17,Golem,0,0,0,"[['2 slams ', 4]]",0,1,129,0,0,"25,600",0,0,NULL,10,,0,0,-,0,0,18d10+30,1,
0,4,0,,0,,,1,(see below),0,,,2,construct,0,2649,0,0,0,0,0,,0,0,0,-,0,0,,,27,0,11,25,1,1,,,0,1,2,,0,,solitary,0,0,25,,20,0,,0,0,0,0,8,4,0,0,0,1,1,,0,0,0,,0,0,,2 slams +19 (2d10+8 plus grab),0,1,0,N,0,10,0,0,Iron Maiden Golem,4,8,0,0,0,0,4,,5,,1,Tome of Horrors Complete,1,0,0,1,(see below),,0,9,1,1,0,9,10,9,1,,0,,,any,,0,0,0,,,incidental,14,Golem,0,0,0,"[['2 slams ', 4]]",0,0,96,0,0,"6,400",0,0,NULL,10,,0,0,-,0,0,12d10+30,1,
0,5,0,,1,,,1,"Fly +15, Perception +7, Stealth +18",0,,,3,undead,0,5270,0,0,0,0,0,,0,1,0,7,0,0,,,4,0,14,14,1,1,,,0,1,4,,0,,solitary or gang (2-8),0,0,15,,5,0,,0,0,0,0,2,4,0,0,0,1,1,,0,0,0,,0,0,60,"slam +6 (1d2-3), 2 wings +6 (1d1-3 plus daze)",0,2,0,NE,0,0,0,0,Isitoq,0,1,0,0,0,0,1,,2,perfect,2,PFRPG Bestiary 4,1,0,0,2,Weapon Finesse,,0,0.50,1,2,0,15,13,3,1,Common (can't speak),0,visual sensor,,any,,0,0,0,,,none,7,,0,0,0,"[['slam ', 1], [' 2 wings ', 5]]",0,0,9,0,0,200,0,0,NULL,1,,0,0,-,1,0,2d8,11,
0,3,0,,1,,longbow +8/+3 (1d8/3),2,"Bluff +11, Disguise +11, Fly +11, Intimidate +11, Perception +10, Sense Motive +10, Stealth +11",0,goblinoid,,3,outsider,0,1936,0,0,0,0,0,,0,1,1,12,0,0,shapechanger,,19,1,13,16,1,2,,,0,1,2,,0,,"solitary, patrol (2-4), warband (5-7 plus 8-15 hobgoblins), or company (8-12 plus 20-50 hobgoblins, 1-2 lieutenants of 4th-5th level, and 1 general of 7th- 10th level)",0,1,18,,30,0,,0,0,0,0,5,4,0,0,0,1,2,oni,0,0,0,,0,1,,mwk tetsubo +11/+6 (1d10+6/4),0,1,0,LE,0,5,0,0,Ja Noi,9,4,0,0,0,0,7,native,3,,1,AP 52,4,1,0,1,"Cleave, Outflank*, Power Attack",,0,5,1,2,0,12,15,9,2,"Common, Goblin",1,"change shape (Small or Medium humanoid, alter self ), serene fighter","[['longbow ', 5]]",temperate or warm hills,,0,1,0,,,"standard (masterwork leather armor, masterwork tetsubo**, longbow with 20 arrows, other treasure)",11,Oni,0,0,0,"[['mwk tetsubo ', 5]]",0,1,57,0,1,"1,600",0,0,NULL,5,,0,1,18,1,0,6d10+24,14,
0,24,0,,1,,2 eye rays +29 touch (15d6 fire/19-20 plus burn),8,"Acrobatics +31 (+35 jump), Escape Artist +31, Fly +26, Intimidate +37, Knowledge (nature) +30, Perception +38, Sense Motive +38",0,air,,14,dragon,0,1267,1,0,0,0,0,,0,0,0,12,0,0,,,37,1,29,34,1,5,,,0,1,18,,0,,solitary,0,1,40,,40,0,,1,0,0,0,20,4,0,0,0,1,8,,1,0,0,,0,1,80,"bite +37 (4d8+19/19-20/x3), 2 claws +37 (3d6+13/19-20 plus grab), tail slap +32 (2d8+19), 2 wings +32 (1d8+6)",0,9,0,CE,0,15,0,0,Jabberwock,26,13,0,1,0,0,20,fire,1,,9,PFRPG Bestiary 2,11,1,0,9,"Awesome Blow, Bleeding Critical, Critical Focus, Dodge, Flyby Attack, Improved Bull Rush, Improved Critical (bite), Improved Critical (claws), Improved Critical (eye rays), Mobility, Power Attack, Spring Attack, Vital Strike",,0,23,1,10,0,14,20,31,8,"Aklo, Common, Draconic, Gnome, Sylvan",0,planar acclimation,"[['2 eye rays ', 5]]",any forests,,0,1,0,,,triple,23,,0,0,0,"[['bite ', 5], [' 2 claws ', 5], [' tail slap ', 5], [' 2 wings ', 2]]",0,1,455,1,0,"819,200",0,0,NULL,15,,0,1,33,1,0,26d12+286,26,
0,1,0,,0,,,1,"Bluff +2, Perception +5, Survival +0 (+4 when tracking by scent)",0,,,3,animal,0,5571,0,0,0,0,0,,0,0,1,2,0,0,,"+4 Bluff, +4 Survival when tracking by scent",13,0,13,12,1,2,,,0,1,2,,0,,"solitary, pair, or pack (3-10)",0,0,14,,40,0,,0,0,0,0,4,4,0,0,0,1,1,,0,0,0,,0,0,,bite +2 (1d4+1 plus trip),0,1,0,N,0,5,0,0,Jackal,4,1,0,0,0,0,4,,5,,1,"Osirion, Legacy Of Pharaohs",2,0,0,1,Toughness,,0,0.50,1,2,0,13,15,6,1,,1,,,warm deserts or plains,NULL,0,0,0,,,none,8,,0,0,0,"[['bite ', 1]]",0,0,9,0,0,200,0,0,NULL,5,,1,0,14,1,0,1d8+5,6,
0,2,0,,0,,,1,"Acrobatics +7, Bluff +6, Perception +7, Sense Motive +3, Stealth +7, Survival +6",0,shapechanger,,4,magical beast,0,2102,0,0,0,0,0,,0,1,1,12,0,0,,"+2 Bluff, +2 Survival",15,0,12,13,1,3,,,0,1,2,,0,,"solitary, pair, hunt (1-2 jackalweres and 3-8 jackals), or pack (2-5 plus 3-12 jackals)",0,1,17,,30,0,,0,0,0,0,5,4,0,0,0,1,1,,0,0,0,,0,0,,"mwk battleaxe +6 (1d8+2/x3), bite +0 (1d6+1) or bite +5 (1d6+3)",0,1,0,CE,0,5,0,0,Jackalwere,5,2,0,1,0,0,6,,1,,1,PFRPG Bestiary 3,2,0,0,1,"Alertness, Dodge",,0,2,1,4,0,14,17,7,1,Common,1,"change shape (human, hybrid, and jackal; polymorph), jackal empathy",,warm deserts,,0,1,0,,,"standard (leather armor, masterwork battleaxe, other treasure)",10,,0,0,0,"[['mwk battleaxe ', 2], [' bite ', 2]]",0,0,22,1,0,600,0,0,NULL,5,,1,0,15,1,0,3d10+6,12,
0,12,0,,0,,rock +19 (2d6+19),1,"Climb +18, Intimidate +25, Perception +27, Survival +11",0,giant,,3,humanoid,0,2633,0,0,0,0,0,,0,0,0,10,0,0,,,36,1,14,27,1,1,,,0,1,4,,1,,solitary,0,0,28,,40,0,"spiked greatclub, great chain",0,0,0,0,20,4,0,0,0,1,1,,0,0,0,,0,1,,spiked greatclub +31/+26/+21/+16 (3d8+19 plus daze) or great chain +31/+26/+21/+16 (2d8+13 plus daze) or 2 slams +30 (2d6+13 plus daze),0,2,0,CE,0,15,0,0,Jack-in-irons Giant,23,13,0,0,0,0,11,,1,,2,Tome of Horrors Complete,8,1,0,2,"Awesome Blow, Cleave, Endurance, Greater Bull Rush, Improved Bull Rush, Improved Sunder, Iron Will, Lightning Reflexes, Martial Weapon Proficiency (great chain), Martial Weapon Proficiency (greatclub), Power Attack, Weapon Focus (greatclub) , Weapon Focus (chain)",,0,17,1,2,0,9,12,28,1,Giant,0,,"[['rock ', 3]]",temperate plains and forests,,0,0,0,,,standard,19,Giant,0,0,0,"[['spiked greatclub ', 5]]",0,1,321,0,0,"102,400",0,0,NULL,15,,1,1,26,1,0,26d8+204,11,
0,2,0,,0,,,1,Perception +7,0,,,3,plant,0,5271,0,0,0,0,0,,0,0,0,2,0,0,,,15,0,14,11,1,1,,,0,1,4,,0,,solitary or patch (2-12),0,0,11,,15,0,,0,0,0,0,5,4,0,0,0,1,1,,0,0,0,,0,0,,"bite +3 (1d6+2), slam +3 (1d4+2 plus strangling entangle)",0,2,0,NE,0,5 (10 with slam),0,0,Jack-O'-Lantern,4,2,0,0,0,0,-2,,2,,2,PFRPG Bestiary 4,1,0,0,2,Ability Focus (strangling ensnare),,0,1,1,2,0,8,7,6,1,,0,pumpkin form,,"temperate forests, hills, or plains (pumpkin patches)",NULL,0,0,0,,,none,8,,0,0,0,"[['bite ', 2], [' slam ', 1]]",0,0,11,0,0,400,0,0,NULL,5,,0,0,12,1,0,2d8+2,7,
0,2,0,,0,,,1,"Perception +6, Stealth +16",0,,,4,plant,0,2698,0,0,0,0,0,,0,1,0,6,0,0,,+4 Stealth,14,1,11,11,1,3,,,0,1,2,,0,,solitary,0,0,15,,30,0,rusty pitchfork,0,0,0,0,5,4,0,0,0,1,1,,0,0,0,,0,1,,3 slams +6 (1d6+2 plus grab) or pitchfork +6 (1d6+3),0,1,0,N,0,5,0,0,Jack-o-lantern,6,2,0,0,0,0,5,,5,,1,Tome of Horrors Complete,1,0,0,1,"Dodge, Mobility, Skill Focus (Stealth)",,0,3,1,3,0,14,16,6,1,,0,,,any land,,0,0,0,,,none,10,,0,0,0,"[['3 slams ', 2]]",0,1,33,0,0,800,0,0,NULL,5,,0,0,13,1,0,6d8+6,2,
0,1,0,,0,,,1,"Perception +4, Stealth +7 (+19 in natural environment)",0,,,4,magical beast,0,2699,0,0,0,0,0,,0,1,0,2,0,0,,+12 Stealth in natural environment,12,0,12,12,1,3,,,0,1,2,,0,,gang (2-5) or swarm (6-13),0,0,15,,30,0,,0,0,0,0,5,4,0,0,0,1,1,,0,0,0,,0,0,,bite +4 (1d6+1),0,1,0,N,0,5,0,0,Jaculi,2,1,0,0,0,0,5,,5,,1,Tome of Horrors Complete,1,0,0,1,"Skill Focus (Perception)B, Weapon Finesse",,0,0.50,1,3,0,13,17,6,1,,0,,,temperate forests,,0,0,0,,,none,9,,0,0,0,"[['bite ', 2]]",0,0,5,0,0,200,0,0,NULL,5,,0,0,11,1,0,1d10,2,
0,10,0,,0,,,1,,0,,,2,construct,0,2396,0,0,0,0,0,,0,0,0,-,0,0,,,49,1,11,34,1,1,,,0,1,2,,0,,solitary,0,0,34,,40,0,,0,0,0,0,60,4,0,0,0,1,1,,0,0,0,,0,1,,2 slams +43 (4d8+19),0,1,0,N,0,30,0,0,Jade Colossus,10,19,0,0,0,0,10,,5,,1,Tome of Horrors Complete,1,0,0,1,,,0,16,1,1,0,2,10,61,1,,0,,,any,,0,0,0,,,none,25,Colossus,0,0,0,"[['2 slams ', 5]]",0,1,256,0,0,"76,800",0,0,NULL,30,,0,0,-,0,0,32d10+80,1,
0,2,0,,0,,sliver +10 (1d2-3),2,"Perception +5, Stealth +19",0,,,4,construct,0,404,0,0,0,0,0,,0,1,0,11,0,0,,+4 Stealth amid jade objects,4,0,13,16,1,3,,,0,1,2,,0,,solitary,0,0,20,,10,0,,0,0,0,0,2,4,0,0,0,0,2,,0,0,0,,0,0,,2 slams +5 (1d2-3),0,1,0,N,0,0,0,0,Jade Idol,1,1,0,0,0,0,6,,5,,1,AP 27,1,0,0,1,"Improved Initiative, Lightning Reflexes",,0,4,1,3,0,17,17,3,2,understands creator's language (cannot speak),0,"inanimate, share abilities","[['sliver ', 1]]",any,,0,0,0,,,incidental,9,Idol,0,0,0,"[['2 slams ', 1]]",0,0,22,0,0,"1,200",0,0,NULL,1,,0,0,-,1,0,4d10,14,
0,2,0,,0,,,1,"Acrobatics +3 (+11 balancing), Climb +16, Perception +9, Stealth +11 (+15 in heavy undergrowth and tall grass), Swim +16",0,,,4,animal,0,3471,0,1,0,0,0,,0,1,0,2,0,0,,"+8 Acrobatics when balancing, +4 Stealth (+8 in heavy undergrowth and tall grass), +4 Swim",18,0,13,12,1,3,,,0,1,2,,1,,solitary,0,0,15,,40,0,,0,0,0,0,5,4,0,0,0,1,1,,0,0,0,,0,0,,"2 claw +7 (1d4+4), bite +8 (1d8+4 plus grab)",0,1,0,N,0,5,0,0,Jaguar,6,4,0,1,0,0,7,,5,,1,Tome of Horrors Complete,2,0,0,1,"Improved Natural Attack (bite), Skill Focus (Perception)B, Weapon Focus (bite)",,0,3,1,4,0,13,17,7,1,,0,,,warm forests,,0,0,0,,,none,12,,0,0,0,"[['2 claw ', 1], [' bite ', 2]]",0,0,26,1,0,800,0,0,NULL,5,,0,0,15,1,0,4d8+8,6,20
0,4,0,,1,,composite longbow +8/+3 (1d8+3/x3),1,"Appraise +11, Craft (any one-usually weaponsmith) +11, Fly +14, Perception +11, Ride +6, Sense Motive +11, Spellcraft +11, Stealth +6",0,native,,4,outsider,0,200,0,0,0,0,0,,0,1,0,14,0,0,,,16,1,15,17,2,2,,,1,2,4,,0,,"solitary, pair, company (3-6), or band (7-12)",0,1,20,,30,0,,0,0,0,0,5,4,0,0,0,1,1,,0,0,0,,0,1,20,scimitar +9/+4 (1d6+4/18-20),1,2,0,N,0,5,0,0,Janni,6,3,1,0,1,0,7,,5,perfect,2,PFRPG Bestiary,1,0,0,2,"Combat Reflexes, Dodge, Improved InitiativeB, Mobility",,0,4,2,2,0,13,15,6,1,"Common, one elemental language (Aquan, Auran, Ignan, or Terran), one planar language (Abyssal, Celestial, or Infernal); telepathy 100 ft.",0,elemental endurance,"[['composite longbow ', 5]]",warm deserts,,0,1,0,,,"standard (chainmail, composite longbow [+3 Str], scimitar, other gear)",10,Genie,1,0,0,"[['scimitar ', 5]]",0,1,39,0,0,"1,200",0,0,NULL,5,,0,0,12,1,0,6d10+6,13,
0,4,0,,0,,,1,"Swim +9, Stealth +29",0,aquatic,,2,vermin,0,1269,0,1,0,0,0,,0,1,0,-,0,0,,Stealth +16,1,0,10,14,1,1,,,0,1,2,,0,,solitary or bloom (2-8),0,0,15,,,0,,0,0,0,0,2,4,0,0,0,0,1,,0,0,0,,0,0,,swarm (3d6 plus poison),0,1,0,N,0,0,0,0,Jellyfish Swarm,8,1,0,0,0,0,5,swarm,5,,1,PFRPG Bestiary 2,1,0,0,1,,,0,6,1,1,0,15,13,3,1,,0,,,any aquatic,,0,0,0,,,none,7,,0,0,0,[],0,0,54,0,0,"2,400",0,0,NULL,10,,0,0,10,0,0,12d8,2,20
0,9,0,,0,,,3,"Acrobatics +25 (+30 when jumping), Escape Artist +14, Perception +22, Sense Motive +14, Stealth +22, Swim +11",0,augmented humanoid,,10,undead,0,2222,1,1,0,0,0,monk,0,1,0,12,0,0,,"+8 Acrobatics, +8 Perception, +8 Stealth",16,1,18,18,1,6,,,0,1,8,,0,5,solitary or brotherhood (2-8),0,1,25,,30,0,,0,0,0,0,5,4,0,0,0,1,3,,0,0,0,,0,1,,"flurry of blows +9/+9 (1d8+3/19-20 plus grab), bite +4 (1d6+4)",0,4,0,LE,0,5,0,0,Jiang-shi,8,3,0,1,0,0,11,,3,,4,PFRPG Bestiary 3,1,0,0,4,"AlertnessB, Combat Reflexes, DodgeB, Improved Initiative, Improved Unarmed Strike, MobilityB, Skill Focus (Acrobatics)B, Spring AttackB, Stunning Fist, Toughness, Weapon Finesse",,0,6,1,7,0,22,23,6,3,Common,0,"fast movement, high jump, ki pool (6 points, magic), maneuver training, purity of body, slow fall 20 ft., still mind",,any,,0,1,0,,,"NPC gear (amulet of natural armor +1, cloak of resistance +1, potion of invisibility, alchemist's fire [6])",14,Vampire,0,0,0,"[['flurry of blows ', 5], [' bite ', 2]]",0,1,51,1,0,"2,400",0,0,NULL,5,Human jiang-shi,0,0,-,1,0,5d8+25,16,
0,1,0,,0,,,1,"Perception +6, Swim +10",0,aquatic,,3,animal,0,3078,0,1,0,0,0,,0,0,0,1,0,0,,,15,0,12,12,1,2,,,0,1,2,,0,,"solitary, pair, school (3-6)",0,0,14,,,0,,0,0,0,0,5,4,0,0,0,0,1,,0,0,0,,0,0,,bite +3 (1d6+3),0,1,0,N,0,5,0,0,Jigsaw Shark,4,2,0,0,0,0,5,,5,,1,AP 57,1,0,0,1,Improved Initiative,,0,1,1,2,0,12,14,6,1,,0,,,any ocean,,0,0,0,,,none,9,Shark,0,0,0,"[['bite ', 2]]",0,0,11,0,0,400,0,0,NULL,5,,0,0,13,1,0,2d8+2,2,60
0,4,0,,0,,,2,"Bluff +6, Craft (traps) +10, Disable Device +9, Escape Artist +8, Perception +6, Sleight of Hand +8, Stealth +16, Use Magic Device +6",0,,,6,fey,1,1240,1,0,0,0,0,,0,1,1,14,0,0,,"+4 Craft (traps), +4 Disable Device",3,0,14,13,2,4,,,0,2,4,,0,,"solitary, pair, mob (3-12), or infestation (13-20 with 1-3 sorcerers of 1st-3rd level, 1 rogue leader of 2nd-4th level, 2-8 trained stirges, 2-5 trained darkmantles, and 1-2 trained dire bats)",0,0,18,,40,0,,0,0,1,0,3,4,0,0,0,1,2,,0,0,1,,0,0,,"short sword +6 (1d3-4/19-20), bite +1 (1d2-4)",0,2,0,CE,0,0,0,0,Jinkin,0,1,0,0,0,0,6,,1,,2,PFRPG Bestiary 2,1,0,0,2,"Dodge, ToughnessB, Weapon FinesseB",,0,1,2,4,0,17,19,4,2,Undercommon,1,,,any underground or urban,,1,0,0,,,"standard (short sword, other treasure)",10,Gremlin,0,0,0,"[['short sword ', 1], [' bite ', 1]]",0,0,6,0,0,400,0,0,NULL,2/1/2002,,0,0,11,1,0,1d6+3,15,
0,5,0,,0,,,2,Perception +17,0,,,2,plant,0,5272,0,0,0,0,0,,0,0,0,7,0,0,,,27,0,12,25,1,1,,,0,1,2,,0,,solitary,0,0,25,,10,0,,0,0,0,0,20,4,0,0,0,1,2,,0,0,0,,0,0,,"bite +15 (2d6+8/19-20), 2 slams +16 (1d8+8)",0,1,0,N,0,15,0,0,Jinmenju,14,8,0,0,0,0,5,,5,,1,PFRPG Bestiary 4,6,0,0,1,"Combat Reflexes, Improved Critical (bite), Improved Initiative, Lightning Reflexes, Lunge, Toughness, Weapon Focus (slam)",,0,11,1,1,0,7,8,26,2,Common,0,,,temperate hills or mountains,,0,0,0,,,incidental,14,,0,0,0,"[['bite ', 3], [' 2 slams ', 2]]",0,0,149,0,0,"12,800",0,0,NULL,15,,0,0,22,1,0,13d8+91,15,
0,23,0,,0,,,10,"Acrobatics +31 (+39 when jumping), Bluff +37, Diplomacy +34, Heal +34, Intimidate +34, Knowledge (geography) +33, Knowledge (nature) +33, Perception +38, Sense Motive +38, Spellcraft +33, Stealth +22, Survival +31",0,earth,,14,outsider,0,2108,0,0,0,0,0,,0,1,1,23,0,1,,,28,1,24,26,6,7,,,0,6,14,,0,,solitary,1,1,34,,50,0,,1,0,0,0,40,4,0,1,0,1,10,native,1,0,0,,0,1,,"+5 quarterstaff +30/+25/+20/+15 (3d6+14), +5 quarterstaff +30 (3d6+9) or 2 slams +29 (2d10+9)",0,7,0,N,0,20,1,0,Jinushigami,25,9,1,1,0,0,17,kami,5,,7,PFRPG Bestiary 3,9,1,1,7,"Alertness, Combat Casting, Combat Reflexes, Dodge, Great Fortitude, Improved Bull Rush, Improved Initiative, Improved Overrun, Iron Will, Lightning Reflexes, Power Attack, Two-Weapon Fighting",,1,20,6,8,0,14,25,49,10,"Common, Terran; speak with animals, speak with plants, stone tell, telepathy 300 ft.",1,"infused quarterstaff, manipulate terrain, merge with ward, ward (region)",,any,,0,1,0,,,triple,21,Kami,0,1,0,"[['5 quarterstaff ', 5], [' ', 5]]",0,1,348,1,0,"307,200",0,0,NULL,20,,1,1,28,1,0,24d10+216,31,
0,3,0,,0,,mwk light crossbow +6 (1d8/19-20),1,"Acrobatics +5, Bluff +7, Climb +1, Diplomacy +7, Escape Artist +9, Intimidate +7, Knowledge (local) +6, Linguistics +4, Perception +10, Sense Motive +8, Sleight of Hand +9, Stealth +11",0,tengu,,5,humanoid,0,2734,1,0,0,0,0,rogue,0,1,1,10,0,0,,"+4 Linguistics, +2 Perception, +2 Stealth",8,0,14,13,1,3,,,0,1,4,,1,3,solitary,1,1,16,,30,0,,0,0,1,0,5,4,1,0,0,1,1,,0,0,1,,0,0,,mwk rapier +6 (1d6-1/18-20),0,2,0,CN,1,5,1,0,Jinx Eater,2,1,0,1,0,0,6,,4,,2,Isles Of The Shackles,1,1,0,2,"Improved Initiative, Weapon Finesse",charlatan,0,2,1,4,0,13,17,6,1,"Common, Tengu",1,"advanced rogue talents (rumormonger*), gifted linguist, grand hoax*, natural born liar*, rogue talents (convincing lie*), swordtrained * See Ultimate Combat.","[['mwk light crossbow ', 2]]",any,,0,1,0,,,"NPC gear (masterwork studded leather, masterwork rapier, masterwork light crossbow with 20 bolts, potions of cure light wounds [2], potion of invisibility, alchemist's fire, antitoxin, smokesticks [2], tanglefoot bag, thunderstone, other treasure)",9,,0,1,0,"[['mwk rapier ', 2]]",0,0,20,1,0,600,1,0,NULL,5,Male,0,1,12,1,0,3d8+3,13,
0,-3,0,,0,,,1,,0,,,2,ooze,0,4981,0,0,0,0,0,,0,0,0,-,0,0,,,14,1,1,10,1,1,,,0,1,2,,0,,solitary,0,0,10,,30,0,,0,0,0,0,5,4,0,0,0,1,1,,0,0,0,,0,1,,3 slams +6 (1d6+2),0,1,0,N,0,5,0,0,Jolly Jelly,8,2,0,0,0,0,-3,,5,,1,Tome of Horrors 4,6,0,0,1,,,0,5,1,1,0,5,1,11,1,,0,,,temperate land,NULL,0,0,0,,,none,8,,0,0,0,"[['3 slams ', 2]]",0,1,63,0,0,"1,600",0,0,NULL,5,,0,0,22,0,0,6d8+36,12,
0,14,0,,0,,,7,"Acrobatics +14, Bluff +19, Climb +29 (+37 with spider legs), Diplomacy +18, Perception +18, Perform (string) +10, Sense Motive +15, Stealth +19, Swim +14",0,shapechanger,,7,monstrous humanoid,0,2105,0,1,0,0,0,,0,1,1,15,0,0,,+8 Climb with spider legs,22,1,17,22,2,4,,,0,2,6,,1,,solitary or cult (2-6 plus 2-8 spiders of various sizes),1,1,27,,30,0,,0,0,0,0,5,4,0,0,0,1,7,,0,0,0,,0,1,,"bite +20 (1d4+6/19-20 plus poison), 2 claws +20 (1d6+6)",0,3,0,NE,0,5,1,0,Jorogumo,10,6,0,1,0,0,13,,2,,3,PFRPG Bestiary 3,6,0,0,3,"Dodge, Improved Critical (bite), Improved Iron Will, Iron Will, Mobility, Power Attack, Spring Attack",,0,12,2,5,0,15,19,11,7,"Aklo, Common, Sylvan",1,"change shape (giant spider; vermin shape I*), spider empathy +21, swift shapechanger * See Ultimate Magic.",,temperate mountain valleys,,0,1,0,,,standard,15,,0,1,0,"[['bite ', 1], [' 2 claws ', 2]]",0,1,161,1,0,"19,200",0,0,NULL,5,,0,0,22,1,0,14d10+84,24,40
0,7,0,,0,,rock +11 (1d8+15),1,"Climb +22, Craft (any) +11, Diplomacy +9, Intimidate +14, Knowledge (any) +10, Knowledge (local) +8, Perception +15, Stealth +6 (+12 in snow)",0,cold,,3,humanoid,0,4957,0,0,0,0,0,,0,1,0,14,0,0,,+6 Stealth in snow,31,1,14,23,2,1,,,0,2,4,,1,,"Solitary, gang (2-4), band (2-4 plus 2-8 frost giants plus 1 wizard or cleric of 3rd-5th level), hunting/raiding party (3-6 plus 3-9 frost giants plus 1 cleric or wizard of 4th-8th level plus 2-4 winter wolves and 2-3 ogres), or tribe (10-20 plus 15-30 frost giants plus 35% noncombatants plus 1 wizard, cleric, or sorcerer of 6th or 10th level plus 12-30 winter wolves, 12-22 ogres, and 1-2 young white dragons)",1,0,23,,40,0,,0,0,0,0,8,4,0,0,0,1,1,,0,0,0,,0,1,,mwk greataxe +22/+17/+12 (3d6+15) or 2 slams +21 (1d6+10),0,2,0,CE,1,10,1,0,Jotun,15,10,0,0,0,0,5,giant,1,,2,Tome of Horrors 4,5,1,0,2,"Cleave, Critical Focus, Great Cleave, Improved Overrun, Improved Sunder, Martial Weapon Proficiency (greataxe), Power Attack, Skill Focus (Stealth)",,0,11,2,2,0,9,10,13,1,"Common, Giant",0,,"[['rock ', 2]]",cold mountains,,0,0,0,,,"standard (masterwork chain shirt, masterwork greataxe, other treasure)",16,Giant,0,1,0,"[['mwk greataxe ', 5]]",0,1,152,0,0,"12,800",1,0,NULL,10,,0,1,21,1,0,16d8+80,12,
